agency_cd	site_no	datetime	8278_00060_00003	8278_00060_00003_cd
USGS	11098000	2020-01-06	1.44	A
USGS	11098000	2020-01-07	1.20	A
USGS	11098000	2020-01-08	1.10	A
USGS	11098000	2020-01-09	1.00	A
USGS	11098000	2020-01-10	1.09	A
USGS	11098000	2020-01-11	1.32	A
USGS	11098000	2020-01-12	1.33	A
USGS	11098000	2020-01-13	1.30	A
USGS	11098000	2020-01-14	1.30	A
USGS	11098000	2020-01-15	1.34	A
USGS	11098000	2020-01-16	1.30	A
USGS	11098000	2020-01-17	1.47	A
USGS	11098000	2020-01-18	1.26	A
USGS	11098000	2020-01-19	1.17	A
USGS	11098000	2020-01-20	1.06	A
USGS	11098000	2020-01-21	1.04	A
USGS	11098000	2020-01-22	1.11	A
USGS	11098000	2020-01-23	1.09	A
USGS	11098000	2020-01-24	1.22	A
USGS	11098000	2020-01-25	1.31	A
USGS	11098000	2020-01-26	1.32	A
USGS	11098000	2020-01-27	1.06	A
USGS	11098000	2020-01-28	1.46	A
USGS	11098000	2020-01-29	1.79	A
USGS	11098000	2020-01-30	1.74	A
USGS	11098000	2020-01-31	1.74	A
USGS	11098000	2020-02-01	1.76	A
USGS	11098000	2020-02-02	1.84	A
USGS	11098000	2020-02-03	1.82	A
USGS	11098000	2020-02-04	1.71	A
USGS	11098000	2020-02-05	1.78	P
USGS	11098000	2020-02-06	1.78	P
USGS	11098000	2020-02-07	1.75	P
USGS	11098000	2020-02-08	1.71	P
USGS	11098000	2020-02-09	1.91	P
USGS	11098000	2020-02-10	1.72	P
USGS	11098000	2020-02-11	1.68	P
USGS	11098000	2020-02-12	1.85	P
USGS	11098000	2020-02-13	2.05	P
USGS	11098000	2020-02-14	2.17	P
USGS	11098000	2020-02-15	2.15	P
USGS	11098000	2020-02-16	1.73	P
USGS	11098000	2020-02-17	1.10	P
USGS	11098000	2020-02-18	0.68	P
USGS	11098000	2020-02-19	0.65	P
USGS	11098000	2020-02-20	0.62	P
USGS	11098000	2020-02-21	0.59	P
USGS	11098000	2020-02-22	0.58	P
USGS	11098000	2020-02-23	0.65	P
USGS	11098000	2020-02-24	0.60	P
USGS	11098000	2020-02-25	0.52	P
USGS	11098000	2020-02-26	0.62	P
USGS	11098000	2020-02-27	0.85	P
USGS	11098000	2020-02-28	0.81	P
USGS	11098000	2020-02-29	0.86	P
USGS	11098000	2020-03-01	1.01	P
USGS	11098000	2020-03-02	1.03	P
USGS	11098000	2020-03-03	0.95	P
USGS	11098000	2020-03-04	0.89	P
USGS	11098000	2020-03-05	0.86	P
USGS	11098000	2020-03-06	0.85	P
USGS	11098000	2020-03-07	0.85	P
USGS	11098000	2020-03-08	0.85	P
USGS	11098000	2020-03-09	0.87	P
USGS	11098000	2020-03-10	0.94	P
USGS	11098000	2020-03-11	1.07	P
USGS	11098000	2020-03-12	3.14	P
USGS	11098000	2020-03-13	4.90	P
USGS	11098000	2020-03-14	2.31	P
USGS	11098000	2020-03-15	2.51	P
USGS	11098000	2020-03-16	18.8	P
USGS	11098000	2020-03-17	25.3	P
USGS	11098000	2020-03-18	8.97	P
USGS	11098000	2020-03-19	7.12	P
USGS	11098000	2020-03-20	5.96	P
USGS	11098000	2020-03-21	4.92	P
USGS	11098000	2020-03-22	4.72	P
USGS	11098000	2020-03-23	12.7	P
USGS	11098000	2020-03-24	6.65	P
USGS	11098000	2020-03-25	4.82	P
USGS	11098000	2020-03-26	4.20	P
USGS	11098000	2020-03-27	3.64	P
USGS	11098000	2020-03-28	3.20	P
USGS	11098000	2020-03-29	2.95	P
USGS	11098000	2020-03-30	2.65	P
USGS	11098000	2020-03-31	2.40	P
USGS	11098000	2020-04-01	2.25	P
